user_id,screen_name,followers_count,current_influence,post_frequency,engagement_rate,post_quality,hashtag_usage,mentions,video_content,posting_time_morning,posting_time_afternoon,posting_time_evening,future_influence
2455740283,MrBeast,32685303.586286843,-0.6764081337781003,3,0.11534204235286104,0.8313049871551832,1,0,0,0,1,0,0.3683870284995421
2455740283,MrBeast,32684855.601706237,-0.6764081337781003,4,0.08520396699201284,0.9274332496678312,4,0,0,0,0,1,0.5412747687480622
2455740283,MrBeast,32665239.38983009,-0.6764081337781003,4,0.09402417990514671,0.9464556200448708,1,0,1,1,0,0,0.6882046139625446
2455740283,MrBeast,32661851.975011762,-0.6764081337781003,4,0.09115672624183241,0.5902590491850421,2,0,1,1,0,0,0.39308279713946387
2455740283,MrBeast,32619999.13164677,-0.6764081337781003,9,0.09478994161453858,0.918483101791469,3,1,0,0,0,1,0.7234928606171076
2455740283,MrBeast,32672925.333355382,-0.6764081337781003,3,0.056851621506202106,0.5302647619881948,1,2,0,0,0,1,0.2100293202380618
2455740283,MrBeast,32620201.29404643,-0.6764081337781003,6,0.12767399393771806,0.6887280383073442,3,0,0,0,1,0,0.5669780541636178
2455740283,MrBeast,32704123.504436553,-0.6764081337781003,5,0.13512807543821231,0.6081985014279683,3,0,1,0,1,0,0.642020407040942
2455740283,MrBeast,32722085.10141579,-0.6764081337781003,7,0.04631130430425821,0.8419006473947706,2,1,0,1,0,0,0.4937024616410153
2455740283,MrBeast,32609471.79996353,-0.6764081337781003,9,0.04354004223240109,0.5708696957137782,2,1,0,1,0,0,0.4686000501317241
2455740283,MrBeast,32661850.83937008,-0.6764081337781003,3,0.10521283867977213,0.5337847300073568,3,2,1,0,1,0,0.44558431668027076
2455740283,MrBeast,32636916.80572438,-0.6764081337781003,2,0.08015349913833526,0.7640545221476494,2,1,1,0,0,1,0.5076971615792949
2455740283,MrBeast,32632912.182322554,-0.6764081337781003,7,0.024433516793208016,0.6354996616144288,0,1,0,1,0,0,0.3237693175059925
2455740283,MrBeast,32659184.36490758,-0.6764081337781003,9,0.0969360283193262,0.8762950693767388,0,0,0,0,0,1,0.7277738735609389
2455740283,MrBeast,32668681.575874984,-0.6764081337781003,7,0.09006530827374942,0.9664974950742232,2,0,1,0,0,1,0.9183355536079092
2455740283,MrBeast,32659778.242311396,-0.6764081337781003,1,0.12880021089215882,0.8014813100884359,4,1,0,0,0,1,0.3341867513742187
2455740283,MrBeast,32646326.786451157,-0.6764081337781003,1,0.13581098371532174,0.5224796443752018,1,1,0,0,1,0,0.15469048585695422
2455740283,MrBeast,32635788.914460808,-0.6764081337781003,9,0.1145827225111289,0.7780795544579757,1,0,0,0,0,1,0.6422404002150948
2455740283,MrBeast,32658336.419874664,-0.6764081337781003,7,0.13595178046978723,0.6211488214343361,2,2,1,0,0,1,0.6921486478884458
2455740283,MrBeast,32666643.620655324,-0.6764081337781003,6,0.07164722597529288,0.6160581610195399,2,2,0,0,0,1,0.379792448568738
2455740283,MrBeast,32704492.536217626,-0.6764081337781003,1,0.14932549505917841,0.5122977312730945,0,1,1,0,0,1,0.356535149458418
2455740283,MrBeast,32678134.001415506,-0.6764081337781003,9,0.1382965898170954,0.5379759857226933,2,2,1,0,1,0,0.8606626030241007
2455740283,MrBeast,32606070.660727274,-0.6764081337781003,1,0.06606743551889457,0.5705637761050313,3,0,0,1,0,0,0.08318151904781118
2455740283,MrBeast,32628858.503656916,-0.6764081337781003,9,0.09857385622121378,0.8655620477283688,1,2,0,1,0,0,0.7522026680593598
2455740283,MrBeast,32631292.74431916,-0.6764081337781003,6,0.09046583412769564,0.5251090400875078,4,0,0,0,1,0,0.3032361671743443
2455740283,MrBeast,32665850.400376968,-0.6764081337781003,6,0.01609466161412299,0.9644596932652632,0,2,0,1,0,0,0.4961680029462615
2455740283,MrBeast,32703312.908293575,-0.6764081337781003,9,0.13325223270781267,0.8403619340898817,3,2,0,0,1,0,0.7724462601146653
2455740283,MrBeast,32713815.184233073,-0.6764081337781003,8,0.1084253466123222,0.7902881859757891,3,1,0,1,0,0,0.595553842124723
2455740283,MrBeast,32619178.992622834,-0.6764081337781003,2,0.02561242928541524,0.8967463548290961,1,1,0,1,0,0,0.2115876740631515
